name,color,aroma,regions
Жасмин,фиолетовый,умеренный,"['Австралия', 'Южная Америка', 'Северная Америка']"
Лаванда,розовый,слабый,"['Азия', 'Африка', 'Северная Америка']"
Хризантема,белый,умеренный,['Африка']
Хризантема,розовый,слабый,"['Северная Америка', 'Европа', 'Южная Америка']"
Тюльпан,зелёный,сильный,"['Азия', 'Южная Америка']"
Лаванда,фиолетовый,умеренный,"['Азия', 'Африка']"
Лилия,зелёный,сильный,"['Европа', 'Австралия']"
Хризантема,белый,сильный,"['Австралия', 'Северная Америка', 'Африка']"
Роза,красный,слабый,['Африка']
Бегония,синий,умеренный,"['Африка', 'Австралия', 'Европа']"
Жасмин,красный,умеренный,"['Северная Америка', 'Азия', 'Европа']"
Нарцисс,оранжевый,умеренный,"['Южная Америка', 'Европа']"
Орхидея,красный,умеренный,"['Северная Америка', 'Африка']"
Нарцисс,синий,сильный,"['Северная Америка', 'Европа', 'Австралия']"
Маргаритка,жёлтый,слабый,['Южная Америка']
Хризантема,синий,слабый,"['Австралия', 'Северная Америка', 'Европа']"
Орхидея,зелёный,умеренный,"['Африка', 'Азия']"
Нарцисс,белый,слабый,"['Европа', 'Южная Америка', 'Африка']"
Нарцисс,фиолетовый,умеренный,['Африка']
Нарцисс,розовый,слабый,['Австралия']
Лаванда,оранжевый,слабый,['Африка']
Тюльпан,оранжевый,слабый,"['Европа', 'Северная Америка']"
Роза,зелёный,сильный,['Африка']
Маргаритка,жёлтый,умеренный,"['Африка', 'Азия']"
Нарцисс,красный,слабый,['Азия']
Гиацинт,оранжевый,слабый,"['Австралия', 'Африка']"
Жасмин,розовый,слабый,['Австралия']
Гиацинт,белый,сильный,['Европа']
Лаванда,жёлтый,сильный,"['Азия', 'Северная Америка']"
Лилия,оранжевый,умеренный,"['Северная Америка', 'Африка']"
Роза,белый,слабый,"['Африка', 'Азия']"
Лилия,голубой,слабый,"['Южная Америка', 'Европа']"
Бархатцы,голубой,сильный,"['Австралия', 'Южная Америка', 'Европа']"
Тюльпан,розовый,слабый,['Северная Америка']
Лилия,фиолетовый,слабый,"['Австралия', 'Северная Америка']"
Нарцисс,оранжевый,умеренный,['Африка']
Тюльпан,синий,умеренный,"['Южная Америка', 'Африка']"
Роза,зелёный,слабый,['Азия']
Маргаритка,жёлтый,сильный,"['Азия', 'Европа', 'Южная Америка']"
Роза,синий,сильный,['Африка']
Роза,белый,сильный,"['Южная Америка', 'Северная Америка']"
Лаванда,фиолетовый,слабый,"['Северная Америка', 'Азия']"
Бегония,жёлтый,слабый,['Европа']
Бегония,синий,слабый,"['Европа', 'Южная Америка', 'Австралия']"
Гиацинт,голубой,умеренный,"['Африка', 'Европа', 'Южная Америка']"
Пион,зелёный,слабый,"['Австралия', 'Южная Америка', 'Европа']"
Лилия,жёлтый,сильный,"['Южная Америка', 'Европа', 'Азия']"
Бархатцы,оранжевый,умеренный,['Европа']
Лилия,голубой,слабый,['Европа']
Гвоздика,зелёный,сильный,"['Европа', 'Южная Америка']"
Бархатцы,синий,умеренный,['Южная Америка']
Роза,оранжевый,слабый,"['Африка', 'Европа', 'Австралия']"
Гвоздика,красный,умеренный,['Северная Америка']
Нарцисс,розовый,умеренный,['Северная Америка']
Маргаритка,голубой,сильный,['Северная Америка']
Гвоздика,оранжевый,сильный,['Северная Америка']
Бегония,синий,сильный,['Австралия']
Орхидея,жёлтый,слабый,"['Южная Америка', 'Северная Америка']"
Маргаритка,оранжевый,сильный,"['Европа', 'Австралия', 'Северная Америка']"
Маргаритка,голубой,умеренный,"['Европа', 'Африка', 'Австралия']"
Бархатцы,оранжевый,слабый,"['Северная Америка', 'Африка', 'Австралия']"
Маргаритка,фиолетовый,слабый,"['Азия', 'Европа']"
Лилия,голубой,сильный,"['Австралия', 'Европа', 'Азия']"
Лаванда,синий,сильный,"['Азия', 'Европа']"
Хризантема,оранжевый,слабый,"['Азия', 'Южная Америка']"
Гиацинт,фиолетовый,умеренный,"['Африка', 'Южная Америка']"
Гвоздика,жёлтый,умеренный,"['Северная Америка', 'Австралия', 'Азия']"
Гиацинт,красный,слабый,"['Африка', 'Европа', 'Австралия']"
Лилия,белый,слабый,['Северная Америка']
Роза,жёлтый,умеренный,['Южная Америка']
Бархатцы,синий,слабый,"['Европа', 'Северная Америка']"
Тюльпан,зелёный,умеренный,"['Европа', 'Австралия', 'Африка']"
Бархатцы,розовый,умеренный,"['Австралия', 'Европа', 'Азия']"
Тюльпан,жёлтый,слабый,"['Северная Америка', 'Европа']"
Лаванда,оранжевый,слабый,"['Северная Америка', 'Азия']"
Лаванда,оранжевый,сильный,"['Азия', 'Южная Америка']"
Маргаритка,белый,сильный,"['Африка', 'Европа', 'Азия']"
Бегония,оранжевый,сильный,['Азия']
Тюльпан,голубой,умеренный,['Азия']
Лилия,белый,слабый,['Европа']
Хризантема,оранжевый,слабый,"['Австралия', 'Южная Америка', 'Африка']"
Жасмин,красный,умеренный,"['Европа', 'Южная Америка', 'Австралия']"
Бегония,розовый,умеренный,"['Европа', 'Южная Америка']"
Хризантема,розовый,сильный,"['Европа', 'Северная Америка', 'Южная Америка']"
Пион,зелёный,слабый,"['Европа', 'Азия']"
Роза,зелёный,сильный,['Австралия']
Бегония,розовый,слабый,"['Европа', 'Австралия', 'Южная Америка']"
Гвоздика,розовый,слабый,"['Европа', 'Азия', 'Южная Америка']"
Орхидея,голубой,слабый,"['Северная Америка', 'Африка', 'Австралия']"
Маргаритка,зелёный,умеренный,"['Африка', 'Европа']"
Бархатцы,голубой,умеренный,['Южная Америка']
Хризантема,белый,слабый,['Австралия']
Лаванда,синий,сильный,['Азия']
Гвоздика,зелёный,сильный,"['Африка', 'Австралия']"
Жасмин,фиолетовый,сильный,['Южная Америка']
Лилия,оранжевый,умеренный,"['Азия', 'Австралия']"
Жасмин,голубой,слабый,"['Африка', 'Австралия']"
Лилия,голубой,сильный,"['Австралия', 'Азия']"
Гвоздика,оранжевый,слабый,"['Азия', 'Австралия', 'Южная Америка']"
Тюльпан,зелёный,сильный,['Северная Америка']
Нарцисс,оранжевый,слабый,"['Африка', 'Северная Америка']"
Бегония,красный,умеренный,"['Южная Америка', 'Австралия']"
Роза,розовый,слабый,['Африка']
Лаванда,жёлтый,умеренный,['Южная Америка']
Роза,фиолетовый,умеренный,"['Европа', 'Азия', 'Африка']"
Лаванда,красный,сильный,"['Азия', 'Южная Америка']"
Нарцисс,фиолетовый,сильный,['Австралия']
Роза,красный,слабый,"['Австралия', 'Африка']"
Лаванда,белый,слабый,['Африка']
Пион,розовый,умеренный,"['Южная Америка', 'Европа', 'Азия']"
Бегония,оранжевый,умеренный,"['Европа', 'Австралия', 'Азия']"
Тюльпан,розовый,умеренный,"['Азия', 'Северная Америка', 'Европа']"
Лаванда,красный,умеренный,"['Южная Америка', 'Африка', 'Северная Америка']"
Маргаритка,жёлтый,умеренный,['Северная Америка']
Лаванда,фиолетовый,слабый,"['Азия', 'Южная Америка']"
Лаванда,жёлтый,сильный,['Северная Америка']
Лаванда,зелёный,умеренный,['Африка']
Гиацинт,красный,слабый,"['Северная Америка', 'Африка']"
Гиацинт,синий,умеренный,['Южная Америка']
Жасмин,голубой,слабый,"['Европа', 'Азия']"
Бегония,оранжевый,сильный,['Европа']
Бархатцы,белый,сильный,['Азия']
Бархатцы,красный,умеренный,['Южная Америка']
Маргаритка,синий,умеренный,"['Европа', 'Южная Америка']"
Пион,синий,сильный,"['Африка', 'Южная Америка', 'Европа']"
Лаванда,красный,слабый,"['Африка', 'Северная Америка', 'Австралия']"
Бегония,синий,умеренный,"['Южная Америка', 'Северная Америка']"
Гвоздика,белый,умеренный,"['Азия', 'Австралия']"
Гвоздика,красный,сильный,"['Азия', 'Европа', 'Австралия']"
Орхидея,голубой,слабый,['Австралия']
Бегония,голубой,умеренный,['Южная Америка']
Тюльпан,голубой,сильный,"['Европа', 'Южная Америка']"
Нарцисс,красный,умеренный,"['Южная Америка', 'Азия', 'Европа']"
Роза,синий,умеренный,['Африка']
Лаванда,оранжевый,умеренный,['Южная Америка']
Гвоздика,белый,умеренный,"['Южная Америка', 'Европа']"
Маргаритка,голубой,умеренный,"['Европа', 'Южная Америка']"
Тюльпан,зелёный,сильный,"['Европа', 'Южная Америка', 'Австралия']"
Бегония,жёлтый,сильный,['Южная Америка']
Орхидея,розовый,сильный,['Южная Америка']
Лаванда,фиолетовый,умеренный,['Австралия']
Гвоздика,голубой,умеренный,"['Южная Америка', 'Азия', 'Африка']"
Жасмин,оранжевый,слабый,"['Европа', 'Северная Америка', 'Африка']"
Орхидея,голубой,слабый,"['Азия', 'Европа', 'Африка']"
Орхидея,жёлтый,сильный,"['Южная Америка', 'Европа']"
Маргаритка,розовый,слабый,"['Австралия', 'Африка']"
Лилия,розовый,сильный,"['Азия', 'Северная Америка', 'Австралия']"
Лаванда,розовый,сильный,"['Европа', 'Южная Америка']"
Лилия,зелёный,слабый,"['Африка', 'Европа', 'Азия']"
Маргаритка,синий,умеренный,"['Южная Америка', 'Азия', 'Африка']"
Маргаритка,зелёный,умеренный,['Австралия']
Пион,белый,слабый,"['Африка', 'Австралия', 'Южная Америка']"
Гиацинт,белый,слабый,"['Австралия', 'Азия', 'Африка']"
Лилия,оранжевый,слабый,['Южная Америка']
Лилия,оранжевый,умеренный,"['Азия', 'Европа', 'Африка']"
Лилия,синий,сильный,['Северная Америка']
Бегония,оранжевый,сильный,"['Африка', 'Азия']"
Лаванда,красный,умеренный,"['Европа', 'Австралия']"
Хризантема,голубой,слабый,"['Северная Америка', 'Азия', 'Австралия']"
Хризантема,жёлтый,слабый,"['Северная Америка', 'Азия']"
Роза,оранжевый,сильный,"['Азия', 'Европа', 'Африка']"
Роза,зелёный,сильный,"['Южная Америка', 'Австралия']"
Гвоздика,синий,слабый,"['Африка', 'Азия']"
Жасмин,красный,умеренный,"['Австралия', 'Африка', 'Южная Америка']"
Гиацинт,зелёный,сильный,"['Африка', 'Северная Америка', 'Азия']"
Орхидея,белый,сильный,"['Северная Америка', 'Южная Америка']"
Бархатцы,красный,слабый,"['Европа', 'Северная Америка', 'Африка']"
Жасмин,синий,сильный,"['Африка', 'Европа', 'Южная Америка']"
Маргаритка,жёлтый,умеренный,['Азия']
Орхидея,белый,слабый,"['Северная Америка', 'Африка', 'Европа']"
Тюльпан,белый,слабый,['Европа']
Орхидея,жёлтый,сильный,['Европа']
Гвоздика,синий,умеренный,"['Азия', 'Северная Америка']"
Лаванда,зелёный,умеренный,['Северная Америка']
Бархатцы,красный,слабый,"['Южная Америка', 'Азия', 'Австралия']"
Роза,белый,слабый,['Южная Америка']
Тюльпан,голубой,слабый,"['Южная Америка', 'Азия']"
Жасмин,фиолетовый,умеренный,"['Азия', 'Африка']"
Жасмин,жёлтый,сильный,"['Северная Америка', 'Африка', 'Южная Америка']"
Нарцисс,оранжевый,слабый,['Европа']
Пион,белый,умеренный,"['Африка', 'Европа', 'Южная Америка']"
Жасмин,голубой,слабый,"['Европа', 'Африка']"
Бархатцы,оранжевый,слабый,['Европа']
Гиацинт,розовый,слабый,['Северная Америка']
Бархатцы,зелёный,слабый,"['Африка', 'Европа']"
Нарцисс,зелёный,слабый,"['Азия', 'Европа']"
Роза,синий,умеренный,"['Северная Америка', 'Азия']"
Пион,голубой,умеренный,"['Северная Америка', 'Азия']"
Гвоздика,зелёный,умеренный,['Австралия']
Жасмин,красный,умеренный,"['Европа', 'Южная Америка', 'Африка']"
Пион,красный,умеренный,"['Азия', 'Австралия', 'Африка']"
Гиацинт,голубой,слабый,"['Азия', 'Северная Америка']"
Роза,оранжевый,умеренный,"['Австралия', 'Африка']"
Гиацинт,розовый,умеренный,"['Северная Америка', 'Европа', 'Австралия']"
Орхидея,оранжевый,слабый,"['Азия', 'Австралия', 'Африка']"
Гиацинт,голубой,умеренный,"['Южная Америка', 'Северная Америка']"
Лаванда,розовый,сильный,"['Африка', 'Южная Америка']"
Маргаритка,голубой,сильный,['Африка']
Хризантема,синий,слабый,['Африка']
Жасмин,красный,сильный,"['Европа', 'Африка', 'Австралия']"
Лаванда,белый,умеренный,"['Австралия', 'Европа']"
Нарцисс,фиолетовый,слабый,['Австралия']
Бегония,розовый,слабый,"['Южная Америка', 'Азия']"
Бархатцы,белый,умеренный,"['Африка', 'Азия', 'Северная Америка']"
Бархатцы,белый,сильный,['Европа']
Бегония,оранжевый,слабый,"['Европа', 'Австралия', 'Северная Америка']"
Маргаритка,оранжевый,умеренный,"['Европа', 'Южная Америка', 'Африка']"
Нарцисс,оранжевый,слабый,"['Австралия', 'Азия', 'Южная Америка']"
Роза,красный,умеренный,['Африка']
Орхидея,белый,слабый,"['Европа', 'Африка', 'Азия']"
Нарцисс,жёлтый,сильный,"['Австралия', 'Южная Америка', 'Азия']"
Хризантема,голубой,слабый,['Азия']
Лаванда,жёлтый,умеренный,['Европа']
Гиацинт,красный,сильный,['Африка']
Бегония,синий,умеренный,"['Африка', 'Австралия', 'Европа']"
Орхидея,голубой,слабый,['Северная Америка']
Хризантема,фиолетовый,сильный,['Европа']
Бегония,синий,умеренный,"['Азия', 'Южная Америка']"
Хризантема,оранжевый,сильный,"['Азия', 'Африка']"
Гвоздика,розовый,сильный,"['Азия', 'Южная Америка']"
Гвоздика,фиолетовый,умеренный,"['Азия', 'Южная Америка']"
Роза,розовый,слабый,['Северная Америка']
Лаванда,жёлтый,умеренный,['Африка']
Хризантема,жёлтый,слабый,"['Африка', 'Южная Америка', 'Австралия']"
Бегония,оранжевый,умеренный,['Австралия']
Гиацинт,красный,сильный,"['Австралия', 'Африка', 'Южная Америка']"
Хризантема,красный,слабый,"['Азия', 'Австралия', 'Южная Америка']"
Бегония,жёлтый,умеренный,['Азия']
Лаванда,голубой,умеренный,"['Северная Америка', 'Азия']"
Лилия,зелёный,слабый,"['Европа', 'Северная Америка']"
Нарцисс,оранжевый,слабый,"['Северная Америка', 'Европа', 'Азия']"
Тюльпан,зелёный,умеренный,"['Европа', 'Южная Америка']"
Бархатцы,зелёный,сильный,['Европа']
Гвоздика,красный,слабый,['Северная Америка']
Бархатцы,синий,умеренный,"['Африка', 'Европа', 'Австралия']"
Гвоздика,фиолетовый,слабый,"['Австралия', 'Северная Америка', 'Южная Америка']"
Пион,синий,сильный,"['Австралия', 'Африка']"
Жасмин,жёлтый,сильный,"['Северная Америка', 'Азия']"
Гиацинт,синий,сильный,"['Южная Америка', 'Европа']"
Жасмин,фиолетовый,умеренный,"['Австралия', 'Северная Америка']"
Маргаритка,зелёный,умеренный,"['Африка', 'Южная Америка']"
Нарцисс,синий,слабый,"['Азия', 'Южная Америка']"
Гиацинт,голубой,сильный,['Азия']
Тюльпан,красный,умеренный,"['Африка', 'Южная Америка']"
Хризантема,жёлтый,сильный,"['Европа', 'Азия', 'Северная Америка']"
Жасмин,жёлтый,сильный,['Южная Америка']
Гиацинт,синий,сильный,"['Азия', 'Европа', 'Австралия']"
Бегония,оранжевый,слабый,"['Азия', 'Африка', 'Северная Америка']"
Жасмин,голубой,слабый,"['Северная Америка', 'Азия']"
Орхидея,зелёный,слабый,"['Австралия', 'Африка', 'Азия']"
Нарцисс,голубой,слабый,['Австралия']
Бархатцы,фиолетовый,умеренный,"['Южная Америка', 'Азия', 'Северная Америка']"
Бегония,розовый,сильный,"['Австралия', 'Африка', 'Южная Америка']"
Тюльпан,зелёный,сильный,"['Европа', 'Северная Америка', 'Южная Америка']"
Нарцисс,фиолетовый,слабый,"['Африка', 'Европа']"
Роза,синий,сильный,"['Северная Америка', 'Азия']"
Лаванда,зелёный,слабый,"['Африка', 'Южная Америка', 'Австралия']"
Хризантема,красный,умеренный,['Европа']
Тюльпан,белый,умеренный,['Азия']
Лаванда,голубой,слабый,['Азия']
Гвоздика,розовый,слабый,"['Северная Америка', 'Австралия']"
Хризантема,голубой,сильный,"['Южная Америка', 'Африка', 'Азия']"
Хризантема,голубой,сильный,"['Африка', 'Северная Америка']"
Бегония,синий,умеренный,"['Европа', 'Африка']"
Пион,белый,слабый,"['Австралия', 'Южная Америка', 'Европа']"
Тюльпан,синий,умеренный,"['Австралия', 'Европа', 'Южная Америка']"
Пион,зелёный,слабый,"['Африка', 'Южная Америка']"
Нарцисс,фиолетовый,сильный,['Европа']
Жасмин,жёлтый,сильный,"['Европа', 'Азия', 'Австралия']"
Лаванда,голубой,слабый,['Европа']
Жасмин,розовый,умеренный,"['Австралия', 'Северная Америка', 'Азия']"
Гвоздика,белый,умеренный,"['Африка', 'Северная Америка']"
Орхидея,розовый,слабый,"['Южная Америка', 'Азия', 'Африка']"
Бархатцы,жёлтый,сильный,"['Европа', 'Южная Америка', 'Северная Америка']"
Роза,оранжевый,сильный,['Европа']
Хризантема,оранжевый,сильный,"['Африка', 'Южная Америка', 'Азия']"
Роза,жёлтый,умеренный,['Азия']
Роза,жёлтый,сильный,"['Европа', 'Северная Америка']"
Роза,голубой,умеренный,"['Австралия', 'Южная Америка']"
Роза,белый,умеренный,"['Африка', 'Австралия']"
Гвоздика,фиолетовый,слабый,"['Азия', 'Австралия']"
Пион,оранжевый,сильный,"['Северная Америка', 'Южная Америка']"
Маргаритка,красный,сильный,"['Северная Америка', 'Австралия']"
Тюльпан,белый,слабый,['Северная Америка']
Гвоздика,синий,умеренный,"['Южная Америка', 'Европа']"
Пион,розовый,слабый,"['Северная Америка', 'Австралия']"
Хризантема,зелёный,сильный,['Европа']
Нарцисс,оранжевый,слабый,"['Южная Америка', 'Азия']"
Гиацинт,жёлтый,слабый,"['Африка', 'Европа']"
Орхидея,белый,умеренный,"['Южная Америка', 'Европа']"
Гиацинт,голубой,сильный,"['Европа', 'Австралия', 'Северная Америка']"
Пион,фиолетовый,сильный,"['Европа', 'Австралия']"
Орхидея,красный,сильный,['Европа']
Лилия,жёлтый,слабый,"['Азия', 'Африка']"
Бегония,белый,сильный,"['Южная Америка', 'Северная Америка', 'Азия']"
Бархатцы,оранжевый,сильный,"['Европа', 'Австралия']"
Бегония,белый,слабый,"['Африка', 'Европа']"
Роза,розовый,слабый,['Азия']
Жасмин,синий,слабый,"['Южная Америка', 'Европа']"
Маргаритка,белый,сильный,"['Южная Америка', 'Австралия']"
Пион,синий,слабый,"['Азия', 'Австралия', 'Южная Америка']"
Гиацинт,жёлтый,умеренный,['Азия']
Лаванда,белый,слабый,"['Южная Америка', 'Африка']"
Лаванда,розовый,слабый,"['Европа', 'Южная Америка', 'Африка']"
Гвоздика,красный,умеренный,"['Австралия', 'Северная Америка']"
Тюльпан,красный,слабый,['Южная Америка']
Роза,белый,умеренный,['Европа']
Лилия,жёлтый,сильный,['Азия']
