name,color,aroma,regions
Жасмин,белый,слабый,"['Южная Америка', 'Азия']"
Тюльпан,красный,умеренный,['Австралия']
Роза,розовый,сильный,"['Северная Америка', 'Африка', 'Австралия']"
Маргаритка,красный,умеренный,['Азия']
Хризантема,зелёный,слабый,['Австралия']
Лилия,белый,слабый,"['Северная Америка', 'Европа', 'Южная Америка']"
Гвоздика,красный,сильный,"['Северная Америка', 'Европа']"
Гвоздика,красный,слабый,['Северная Америка']
Маргаритка,жёлтый,слабый,"['Северная Америка', 'Европа', 'Южная Америка']"
Пион,красный,слабый,"['Африка', 'Южная Америка']"
Хризантема,синий,сильный,"['Азия', 'Южная Америка']"
Маргаритка,жёлтый,сильный,"['Северная Америка', 'Европа']"
Роза,красный,умеренный,['Европа']
Бегония,жёлтый,слабый,"['Европа', 'Африка', 'Азия']"
Тюльпан,розовый,умеренный,['Азия']
Роза,красный,слабый,"['Северная Америка', 'Южная Америка', 'Африка']"
Бархатцы,зелёный,сильный,"['Австралия', 'Европа', 'Южная Америка']"
Нарцисс,голубой,слабый,"['Австралия', 'Африка']"
Роза,зелёный,сильный,['Северная Америка']
Маргаритка,оранжевый,умеренный,"['Австралия', 'Европа', 'Северная Америка']"
Тюльпан,зелёный,умеренный,"['Южная Америка', 'Австралия']"
Гвоздика,красный,сильный,"['Южная Америка', 'Африка']"
Тюльпан,голубой,умеренный,['Австралия']
Нарцисс,фиолетовый,сильный,['Северная Америка']
Орхидея,белый,умеренный,"['Австралия', 'Европа']"
Жасмин,жёлтый,слабый,"['Европа', 'Южная Америка']"
Роза,красный,сильный,"['Азия', 'Европа', 'Австралия']"
Гвоздика,белый,сильный,"['Северная Америка', 'Азия', 'Африка']"
Орхидея,розовый,сильный,"['Южная Америка', 'Северная Америка']"
Нарцисс,красный,сильный,"['Северная Америка', 'Европа', 'Австралия']"
Гвоздика,оранжевый,умеренный,['Африка']
Лилия,синий,слабый,"['Азия', 'Европа']"
Тюльпан,фиолетовый,сильный,['Северная Америка']
Орхидея,красный,умеренный,['Азия']
Хризантема,розовый,слабый,"['Азия', 'Европа']"
Жасмин,синий,умеренный,['Европа']
Орхидея,белый,слабый,['Южная Америка']
Пион,голубой,слабый,['Австралия']
Гиацинт,оранжевый,умеренный,"['Европа', 'Австралия', 'Северная Америка']"
Жасмин,оранжевый,слабый,['Европа']
Хризантема,белый,сильный,"['Южная Америка', 'Европа', 'Австралия']"
Роза,красный,слабый,['Северная Америка']
Орхидея,синий,сильный,"['Южная Америка', 'Азия', 'Европа']"
Хризантема,красный,слабый,"['Азия', 'Северная Америка', 'Австралия']"
Лаванда,белый,умеренный,['Европа']
Роза,оранжевый,умеренный,['Австралия']
Орхидея,белый,умеренный,"['Южная Америка', 'Северная Америка', 'Африка']"
Пион,оранжевый,слабый,['Африка']
Маргаритка,белый,умеренный,"['Северная Америка', 'Африка', 'Европа']"
Орхидея,зелёный,умеренный,['Европа']
Гвоздика,белый,сильный,['Южная Америка']
Лилия,розовый,слабый,"['Австралия', 'Азия']"
Тюльпан,зелёный,сильный,['Австралия']
Бархатцы,жёлтый,слабый,"['Азия', 'Австралия', 'Северная Америка']"
Жасмин,белый,умеренный,"['Южная Америка', 'Австралия']"
Бегония,голубой,умеренный,['Австралия']
Лаванда,синий,слабый,"['Северная Америка', 'Южная Америка']"
Лилия,фиолетовый,слабый,"['Европа', 'Азия']"
Маргаритка,зелёный,слабый,"['Северная Америка', 'Африка']"
Орхидея,жёлтый,сильный,['Северная Америка']
Бархатцы,голубой,слабый,"['Африка', 'Австралия']"
Тюльпан,голубой,сильный,"['Северная Америка', 'Австралия']"
Гиацинт,розовый,сильный,"['Европа', 'Австралия']"
Лилия,розовый,слабый,"['Австралия', 'Северная Америка', 'Европа']"
Гвоздика,белый,слабый,"['Африка', 'Северная Америка']"
Хризантема,оранжевый,умеренный,"['Африка', 'Европа', 'Северная Америка']"
Жасмин,красный,умеренный,"['Австралия', 'Азия', 'Северная Америка']"
Лаванда,синий,умеренный,['Австралия']
Бегония,голубой,умеренный,"['Африка', 'Австралия']"
Жасмин,голубой,умеренный,['Азия']
Бегония,розовый,умеренный,"['Северная Америка', 'Южная Америка', 'Азия']"
Маргаритка,розовый,сильный,"['Азия', 'Африка', 'Северная Америка']"
Жасмин,белый,умеренный,"['Северная Америка', 'Азия']"
Маргаритка,белый,слабый,"['Азия', 'Австралия']"
Тюльпан,зелёный,слабый,['Африка']
Бегония,синий,слабый,['Африка']
Жасмин,зелёный,умеренный,"['Южная Америка', 'Азия', 'Северная Америка']"
Хризантема,розовый,сильный,"['Европа', 'Южная Америка']"
Орхидея,розовый,слабый,['Европа']
Маргаритка,белый,слабый,"['Южная Америка', 'Африка']"
Гиацинт,жёлтый,сильный,"['Азия', 'Южная Америка', 'Северная Америка']"
Роза,розовый,сильный,['Австралия']
Маргаритка,оранжевый,сильный,"['Австралия', 'Азия', 'Южная Америка']"
Гвоздика,белый,умеренный,"['Южная Америка', 'Африка', 'Европа']"
Пион,оранжевый,слабый,"['Северная Америка', 'Азия', 'Африка']"
Лилия,синий,умеренный,['Азия']
Жасмин,фиолетовый,умеренный,"['Африка', 'Австралия']"
Бархатцы,голубой,слабый,"['Австралия', 'Африка']"
Лилия,розовый,слабый,"['Южная Америка', 'Азия', 'Австралия']"
Бархатцы,жёлтый,умеренный,['Африка']
Роза,жёлтый,сильный,"['Северная Америка', 'Азия', 'Европа']"
Пион,синий,сильный,"['Северная Америка', 'Европа']"
Роза,синий,слабый,"['Австралия', 'Европа', 'Северная Америка']"
Бархатцы,зелёный,слабый,"['Азия', 'Австралия', 'Южная Америка']"
Тюльпан,синий,сильный,"['Северная Америка', 'Южная Америка']"
Роза,синий,слабый,"['Южная Америка', 'Азия', 'Австралия']"
Лилия,красный,умеренный,['Европа']
Лаванда,розовый,умеренный,['Северная Америка']
Гиацинт,жёлтый,умеренный,['Европа']
Лаванда,голубой,слабый,"['Африка', 'Азия', 'Европа']"
Роза,оранжевый,слабый,['Африка']
Жасмин,зелёный,слабый,['Азия']
Роза,фиолетовый,сильный,"['Северная Америка', 'Южная Америка']"
Бархатцы,красный,слабый,['Африка']
Гвоздика,фиолетовый,умеренный,"['Австралия', 'Северная Америка']"
Бархатцы,розовый,умеренный,"['Южная Америка', 'Австралия']"
Гвоздика,красный,умеренный,"['Азия', 'Южная Америка']"
Лаванда,красный,сильный,"['Азия', 'Северная Америка']"
Жасмин,голубой,умеренный,"['Азия', 'Северная Америка', 'Европа']"
Бархатцы,красный,сильный,"['Европа', 'Африка', 'Азия']"
Нарцисс,голубой,умеренный,"['Австралия', 'Южная Америка']"
Пион,фиолетовый,умеренный,"['Африка', 'Австралия']"
Тюльпан,синий,слабый,['Южная Америка']
Нарцисс,красный,умеренный,"['Северная Америка', 'Европа', 'Африка']"
Лилия,синий,сильный,"['Африка', 'Европа', 'Южная Америка']"
Жасмин,оранжевый,слабый,['Азия']
Жасмин,синий,слабый,['Азия']
Гвоздика,оранжевый,умеренный,['Африка']
Орхидея,зелёный,умеренный,"['Азия', 'Северная Америка']"
Тюльпан,розовый,умеренный,"['Южная Америка', 'Азия', 'Северная Америка']"
Маргаритка,оранжевый,слабый,"['Азия', 'Европа']"
Маргаритка,белый,слабый,['Австралия']
Жасмин,красный,слабый,['Европа']
Гвоздика,синий,умеренный,"['Африка', 'Азия', 'Южная Америка']"
Бархатцы,жёлтый,слабый,['Южная Америка']
Пион,белый,умеренный,['Северная Америка']
Маргаритка,зелёный,слабый,['Южная Америка']
Хризантема,белый,слабый,"['Южная Америка', 'Северная Америка', 'Азия']"
Роза,голубой,сильный,"['Азия', 'Африка']"
Жасмин,розовый,умеренный,['Южная Америка']
Лаванда,зелёный,слабый,"['Австралия', 'Африка', 'Европа']"
Маргаритка,белый,умеренный,['Северная Америка']
Бархатцы,жёлтый,слабый,"['Европа', 'Африка']"
Хризантема,голубой,сильный,"['Северная Америка', 'Азия']"
Лаванда,жёлтый,слабый,"['Северная Америка', 'Южная Америка']"
Маргаритка,жёлтый,сильный,"['Южная Америка', 'Европа']"
Лилия,красный,слабый,"['Азия', 'Северная Америка', 'Европа']"
Лаванда,фиолетовый,слабый,['Северная Америка']
Гиацинт,зелёный,слабый,"['Европа', 'Австралия', 'Северная Америка']"
Гиацинт,фиолетовый,сильный,"['Северная Америка', 'Африка']"
Роза,синий,сильный,"['Африка', 'Азия', 'Северная Америка']"
Хризантема,белый,умеренный,"['Северная Америка', 'Южная Америка']"
Нарцисс,зелёный,сильный,"['Африка', 'Южная Америка', 'Европа']"
Гвоздика,синий,сильный,"['Австралия', 'Азия']"
Маргаритка,жёлтый,слабый,"['Южная Америка', 'Азия', 'Северная Америка']"
Хризантема,синий,слабый,"['Африка', 'Южная Америка']"
Жасмин,белый,слабый,"['Австралия', 'Европа']"
Тюльпан,розовый,умеренный,['Северная Америка']
Лилия,оранжевый,слабый,['Азия']
Пион,фиолетовый,слабый,"['Австралия', 'Африка']"
Бегония,красный,умеренный,['Северная Америка']
Маргаритка,голубой,сильный,"['Южная Америка', 'Африка']"
Бегония,жёлтый,слабый,"['Южная Америка', 'Северная Америка']"
Маргаритка,голубой,умеренный,"['Австралия', 'Азия']"
Гвоздика,розовый,умеренный,"['Южная Америка', 'Европа', 'Азия']"
Тюльпан,жёлтый,умеренный,['Азия']
Хризантема,розовый,слабый,"['Азия', 'Европа']"
Бархатцы,голубой,слабый,"['Европа', 'Австралия']"
Гвоздика,розовый,умеренный,"['Южная Америка', 'Европа', 'Африка']"
Лаванда,белый,слабый,"['Северная Америка', 'Южная Америка']"
Гвоздика,красный,сильный,"['Европа', 'Африка']"
Орхидея,голубой,сильный,"['Африка', 'Австралия']"
Гиацинт,жёлтый,слабый,['Австралия']
Лилия,фиолетовый,сильный,"['Южная Америка', 'Австралия']"
Хризантема,жёлтый,умеренный,"['Южная Америка', 'Европа']"
Гвоздика,розовый,умеренный,"['Европа', 'Северная Америка']"
Пион,голубой,сильный,['Австралия']
Лилия,жёлтый,сильный,"['Австралия', 'Африка', 'Северная Америка']"
Маргаритка,жёлтый,умеренный,"['Австралия', 'Северная Америка']"
Гиацинт,розовый,слабый,"['Европа', 'Африка']"
Пион,белый,слабый,"['Европа', 'Африка', 'Азия']"
Лаванда,красный,умеренный,"['Азия', 'Южная Америка', 'Северная Америка']"
Роза,розовый,умеренный,"['Африка', 'Австралия']"
Бегония,зелёный,умеренный,"['Азия', 'Африка']"
Орхидея,красный,умеренный,"['Австралия', 'Европа', 'Азия']"
Нарцисс,жёлтый,умеренный,['Азия']
Хризантема,оранжевый,слабый,"['Австралия', 'Азия']"
Хризантема,жёлтый,слабый,"['Южная Америка', 'Европа', 'Австралия']"
Бархатцы,зелёный,слабый,"['Северная Америка', 'Африка']"
Бегония,зелёный,умеренный,"['Северная Америка', 'Азия', 'Австралия']"
Пион,жёлтый,слабый,"['Азия', 'Европа', 'Южная Америка']"
Лилия,жёлтый,сильный,"['Европа', 'Южная Америка']"
Жасмин,синий,сильный,"['Южная Америка', 'Северная Америка']"
Пион,розовый,сильный,"['Южная Америка', 'Северная Америка']"
Нарцисс,жёлтый,слабый,"['Азия', 'Австралия', 'Северная Америка']"
Лаванда,синий,слабый,"['Азия', 'Европа']"
Тюльпан,зелёный,сильный,"['Азия', 'Южная Америка', 'Африка']"
Жасмин,фиолетовый,слабый,"['Азия', 'Северная Америка', 'Африка']"
Бархатцы,розовый,слабый,"['Азия', 'Южная Америка']"
Хризантема,голубой,сильный,['Северная Америка']
Лаванда,белый,слабый,"['Австралия', 'Северная Америка', 'Южная Америка']"
Нарцисс,голубой,сильный,"['Южная Америка', 'Австралия', 'Африка']"
Лилия,розовый,слабый,"['Северная Америка', 'Австралия', 'Южная Америка']"
Гиацинт,синий,слабый,"['Южная Америка', 'Северная Америка']"
Тюльпан,оранжевый,умеренный,"['Австралия', 'Южная Америка']"
Гиацинт,жёлтый,слабый,"['Северная Америка', 'Африка', 'Южная Америка']"
Гвоздика,зелёный,умеренный,['Австралия']
Лилия,фиолетовый,сильный,"['Северная Америка', 'Европа', 'Африка']"
Нарцисс,красный,сильный,"['Австралия', 'Южная Америка']"
Гиацинт,красный,умеренный,"['Африка', 'Южная Америка', 'Австралия']"
Орхидея,голубой,умеренный,"['Северная Америка', 'Азия']"
Маргаритка,синий,слабый,"['Южная Америка', 'Азия']"
Пион,белый,сильный,"['Африка', 'Австралия']"
Хризантема,жёлтый,умеренный,"['Южная Америка', 'Азия', 'Европа']"
Гиацинт,фиолетовый,сильный,['Европа']
Бегония,голубой,сильный,"['Австралия', 'Южная Америка', 'Северная Америка']"
Лилия,голубой,умеренный,"['Северная Америка', 'Азия']"
Лилия,розовый,умеренный,"['Азия', 'Северная Америка', 'Европа']"
Орхидея,жёлтый,умеренный,"['Северная Америка', 'Европа']"
Нарцисс,жёлтый,умеренный,"['Южная Америка', 'Африка']"
Гиацинт,красный,слабый,['Южная Америка']
Лаванда,фиолетовый,сильный,"['Азия', 'Европа']"
Нарцисс,оранжевый,умеренный,"['Северная Америка', 'Африка', 'Австралия']"
Хризантема,белый,сильный,"['Южная Америка', 'Северная Америка']"
Лаванда,зелёный,слабый,['Азия']
Бархатцы,оранжевый,сильный,"['Австралия', 'Европа', 'Северная Америка']"
Лилия,белый,умеренный,"['Южная Америка', 'Северная Америка']"
Жасмин,жёлтый,умеренный,"['Австралия', 'Азия']"
Нарцисс,фиолетовый,слабый,"['Северная Америка', 'Европа']"
Лилия,голубой,слабый,"['Австралия', 'Южная Америка', 'Азия']"
Маргаритка,красный,сильный,"['Африка', 'Северная Америка', 'Европа']"
Тюльпан,белый,слабый,"['Южная Америка', 'Азия', 'Северная Америка']"
Бархатцы,белый,слабый,"['Северная Америка', 'Азия']"
Тюльпан,белый,умеренный,"['Азия', 'Южная Америка']"
Гиацинт,красный,умеренный,"['Азия', 'Европа', 'Африка']"
Бархатцы,белый,слабый,['Европа']
Бархатцы,фиолетовый,сильный,"['Европа', 'Южная Америка', 'Африка']"
Пион,фиолетовый,умеренный,"['Австралия', 'Южная Америка', 'Европа']"
Лилия,белый,сильный,"['Европа', 'Южная Америка']"
Маргаритка,оранжевый,сильный,['Австралия']
Лилия,розовый,умеренный,['Европа']
Гвоздика,зелёный,слабый,"['Австралия', 'Южная Америка']"
Нарцисс,розовый,умеренный,"['Северная Америка', 'Европа']"
Лаванда,розовый,сильный,"['Европа', 'Австралия']"
Маргаритка,розовый,слабый,"['Европа', 'Южная Америка']"
Пион,белый,умеренный,"['Азия', 'Африка']"
Нарцисс,фиолетовый,слабый,"['Европа', 'Южная Америка', 'Азия']"
Жасмин,синий,слабый,"['Азия', 'Африка']"
Роза,белый,сильный,['Северная Америка']
Орхидея,зелёный,сильный,['Африка']
Хризантема,оранжевый,умеренный,['Европа']
Бегония,розовый,сильный,"['Африка', 'Азия', 'Австралия']"
Нарцисс,зелёный,умеренный,"['Северная Америка', 'Австралия', 'Южная Америка']"
Пион,розовый,слабый,"['Африка', 'Азия']"
Гиацинт,синий,сильный,"['Азия', 'Австралия']"
Тюльпан,синий,слабый,"['Африка', 'Южная Америка']"
Орхидея,белый,сильный,"['Южная Америка', 'Северная Америка', 'Африка']"
Тюльпан,голубой,умеренный,['Европа']
Орхидея,розовый,умеренный,['Северная Америка']
Бегония,голубой,сильный,"['Европа', 'Австралия', 'Африка']"
Маргаритка,синий,умеренный,['Северная Америка']
Тюльпан,жёлтый,сильный,['Африка']
Гвоздика,фиолетовый,сильный,['Африка']
Маргаритка,оранжевый,сильный,"['Африка', 'Австралия', 'Европа']"
Орхидея,зелёный,слабый,['Африка']
Нарцисс,жёлтый,сильный,['Африка']
Гиацинт,голубой,слабый,['Австралия']
Лилия,жёлтый,умеренный,['Европа']
Нарцисс,красный,слабый,"['Европа', 'Северная Америка', 'Африка']"
Бархатцы,оранжевый,умеренный,"['Северная Америка', 'Австралия']"
Бегония,оранжевый,сильный,"['Южная Америка', 'Австралия', 'Европа']"
Роза,жёлтый,слабый,['Северная Америка']
Орхидея,оранжевый,умеренный,['Европа']
Лилия,белый,умеренный,['Европа']
Тюльпан,оранжевый,сильный,"['Европа', 'Азия', 'Южная Америка']"
Жасмин,оранжевый,умеренный,"['Европа', 'Африка', 'Азия']"
Бархатцы,зелёный,сильный,"['Южная Америка', 'Северная Америка', 'Австралия']"
Жасмин,красный,сильный,"['Австралия', 'Южная Америка', 'Африка']"
Жасмин,красный,сильный,"['Северная Америка', 'Азия', 'Европа']"
Гвоздика,розовый,умеренный,"['Южная Америка', 'Азия', 'Австралия']"
Лилия,белый,слабый,"['Австралия', 'Африка', 'Европа']"
Тюльпан,оранжевый,умеренный,['Северная Америка']
Маргаритка,оранжевый,умеренный,['Азия']
Бегония,фиолетовый,умеренный,['Азия']
Жасмин,оранжевый,сильный,"['Азия', 'Северная Америка']"
Орхидея,синий,сильный,"['Северная Америка', 'Австралия', 'Азия']"
Жасмин,фиолетовый,умеренный,"['Азия', 'Южная Америка']"
Лаванда,оранжевый,сильный,['Европа']
Тюльпан,зелёный,сильный,"['Азия', 'Африка']"
Лаванда,зелёный,слабый,['Африка']
Бегония,фиолетовый,слабый,"['Южная Америка', 'Европа']"
Пион,голубой,сильный,"['Азия', 'Европа', 'Австралия']"
Нарцисс,голубой,умеренный,"['Азия', 'Австралия', 'Северная Америка']"
Тюльпан,белый,слабый,"['Азия', 'Европа']"
Тюльпан,белый,умеренный,['Африка']
Гвоздика,красный,умеренный,"['Южная Америка', 'Северная Америка']"
Пион,жёлтый,умеренный,"['Южная Америка', 'Австралия', 'Северная Америка']"
Лилия,красный,сильный,"['Африка', 'Южная Америка', 'Северная Америка']"
Роза,фиолетовый,слабый,"['Азия', 'Европа']"
Лилия,голубой,слабый,"['Азия', 'Южная Америка', 'Европа']"
Нарцисс,белый,сильный,"['Азия', 'Южная Америка', 'Северная Америка']"
Бархатцы,жёлтый,умеренный,"['Австралия', 'Азия', 'Африка']"
Тюльпан,розовый,сильный,['Европа']
Пион,синий,сильный,"['Северная Америка', 'Европа']"
Бегония,розовый,слабый,"['Южная Америка', 'Азия', 'Северная Америка']"
Бархатцы,белый,сильный,"['Южная Америка', 'Северная Америка']"
Роза,розовый,сильный,"['Южная Америка', 'Австралия', 'Азия']"
Гвоздика,розовый,слабый,"['Европа', 'Австралия']"
Лаванда,голубой,слабый,['Австралия']
Лаванда,зелёный,умеренный,['Европа']
Хризантема,жёлтый,слабый,"['Австралия', 'Африка', 'Южная Америка']"
Нарцисс,красный,умеренный,"['Африка', 'Азия']"
Гиацинт,голубой,слабый,"['Северная Америка', 'Южная Америка']"
Орхидея,оранжевый,слабый,['Африка']
Роза,белый,сильный,"['Европа', 'Южная Америка', 'Азия']"
Гвоздика,розовый,слабый,"['Европа', 'Южная Америка']"
Бегония,фиолетовый,сильный,['Европа']
Хризантема,розовый,слабый,['Северная Америка']
Жасмин,красный,умеренный,"['Северная Америка', 'Европа', 'Южная Америка']"
Лаванда,синий,сильный,"['Европа', 'Австралия']"
Бегония,зелёный,слабый,['Европа']
Хризантема,жёлтый,умеренный,"['Австралия', 'Африка']"
Гиацинт,красный,умеренный,['Европа']
Хризантема,зелёный,сильный,"['Европа', 'Австралия']"
Маргаритка,фиолетовый,слабый,['Африка']
Жасмин,зелёный,слабый,"['Австралия', 'Африка']"
Лаванда,голубой,сильный,"['Африка', 'Азия']"
Гвоздика,жёлтый,слабый,['Европа']
Бархатцы,белый,умеренный,"['Австралия', 'Азия']"
Лилия,белый,умеренный,"['Австралия', 'Северная Америка', 'Африка']"
Орхидея,белый,сильный,"['Европа', 'Африка']"
Бархатцы,жёлтый,сильный,"['Африка', 'Австралия']"
Хризантема,розовый,слабый,"['Северная Америка', 'Австралия']"
Орхидея,голубой,слабый,['Северная Америка']
Орхидея,фиолетовый,сильный,['Европа']
Гиацинт,синий,умеренный,"['Азия', 'Северная Америка']"
Роза,синий,сильный,"['Европа', 'Северная Америка']"
Пион,голубой,умеренный,"['Азия', 'Южная Америка']"
Пион,красный,слабый,['Южная Америка']
Лилия,жёлтый,умеренный,"['Азия', 'Африка', 'Северная Америка']"
Лаванда,жёлтый,слабый,['Азия']
Пион,оранжевый,сильный,['Северная Америка']
Лилия,голубой,слабый,"['Европа', 'Северная Америка']"
Лаванда,красный,слабый,"['Австралия', 'Европа', 'Северная Америка']"
Пион,красный,сильный,"['Европа', 'Северная Америка']"
Бегония,синий,сильный,['Северная Америка']
Хризантема,зелёный,умеренный,"['Южная Америка', 'Северная Америка']"
Хризантема,белый,умеренный,['Северная Америка']
Лаванда,розовый,умеренный,"['Южная Америка', 'Азия', 'Африка']"
Жасмин,синий,умеренный,['Европа']
Пион,синий,сильный,['Северная Америка']
Хризантема,белый,умеренный,"['Африка', 'Европа', 'Австралия']"
Тюльпан,голубой,слабый,"['Африка', 'Европа']"
Лилия,красный,слабый,['Австралия']
Жасмин,синий,умеренный,"['Австралия', 'Европа', 'Азия']"
Жасмин,жёлтый,умеренный,['Европа']
Пион,зелёный,умеренный,"['Азия', 'Европа', 'Северная Америка']"
Пион,зелёный,слабый,['Европа']
Жасмин,фиолетовый,сильный,"['Северная Америка', 'Африка', 'Южная Америка']"
Пион,белый,слабый,"['Африка', 'Южная Америка', 'Северная Америка']"
Орхидея,розовый,сильный,"['Европа', 'Африка']"
Бегония,голубой,сильный,"['Австралия', 'Африка', 'Азия']"
Гвоздика,жёлтый,умеренный,"['Северная Америка', 'Южная Америка', 'Австралия']"
Тюльпан,синий,сильный,['Австралия']
Пион,синий,сильный,"['Австралия', 'Азия']"
Роза,фиолетовый,сильный,"['Северная Америка', 'Азия']"
