name,color,aroma,regions
Тюльпан,красный,сильный,"['Северная Америка', 'Австралия']"
Тюльпан,розовый,слабый,['Европа']
Тюльпан,жёлтый,сильный,['Южная Америка']
Гиацинт,оранжевый,умеренный,"['Северная Америка', 'Европа']"
Лаванда,голубой,слабый,"['Австралия', 'Азия']"
Хризантема,зелёный,сильный,"['Австралия', 'Африка', 'Северная Америка']"
Маргаритка,жёлтый,умеренный,"['Южная Америка', 'Африка']"
Роза,белый,слабый,"['Европа', 'Северная Америка', 'Африка']"
Бегония,зелёный,умеренный,"['Африка', 'Европа']"
Лаванда,синий,слабый,['Европа']
Жасмин,зелёный,слабый,"['Южная Америка', 'Северная Америка', 'Азия']"
Роза,розовый,слабый,"['Азия', 'Африка', 'Австралия']"
Тюльпан,синий,сильный,['Австралия']
Тюльпан,красный,сильный,"['Азия', 'Южная Америка']"
Тюльпан,синий,сильный,"['Африка', 'Австралия']"
Гвоздика,голубой,сильный,['Африка']
Нарцисс,синий,слабый,"['Европа', 'Австралия']"
Орхидея,розовый,сильный,['Африка']
Орхидея,зелёный,слабый,"['Северная Америка', 'Африка']"
Гиацинт,зелёный,сильный,"['Африка', 'Северная Америка', 'Австралия']"
Лилия,красный,умеренный,['Южная Америка']
Лаванда,оранжевый,сильный,"['Африка', 'Южная Америка', 'Европа']"
Тюльпан,жёлтый,сильный,"['Азия', 'Австралия']"
Гиацинт,голубой,слабый,"['Северная Америка', 'Европа', 'Азия']"
Хризантема,синий,умеренный,"['Австралия', 'Азия']"
Нарцисс,жёлтый,слабый,"['Европа', 'Азия', 'Австралия']"
Маргаритка,голубой,сильный,"['Южная Америка', 'Северная Америка']"
Гиацинт,фиолетовый,умеренный,"['Северная Америка', 'Австралия']"
Бегония,жёлтый,умеренный,['Австралия']
Маргаритка,зелёный,сильный,['Австралия']
Бархатцы,фиолетовый,слабый,"['Африка', 'Азия']"
Хризантема,оранжевый,слабый,['Южная Америка']
Лаванда,синий,умеренный,"['Северная Америка', 'Азия']"
Лаванда,белый,сильный,['Африка']
Маргаритка,оранжевый,умеренный,"['Южная Америка', 'Европа', 'Африка']"
Орхидея,зелёный,слабый,['Африка']
Лаванда,оранжевый,умеренный,"['Африка', 'Азия']"
Хризантема,розовый,умеренный,['Европа']
Гиацинт,зелёный,сильный,"['Северная Америка', 'Европа']"
Нарцисс,белый,умеренный,"['Северная Америка', 'Европа']"
Нарцисс,фиолетовый,сильный,['Африка']
Лилия,белый,слабый,"['Северная Америка', 'Австралия', 'Европа']"
Лаванда,жёлтый,сильный,"['Африка', 'Южная Америка', 'Азия']"
Хризантема,синий,умеренный,"['Южная Америка', 'Австралия']"
Гвоздика,белый,слабый,['Австралия']
Лаванда,синий,умеренный,['Азия']
Тюльпан,белый,умеренный,"['Азия', 'Африка']"
Бархатцы,голубой,умеренный,"['Южная Америка', 'Европа']"
Пион,синий,слабый,"['Южная Америка', 'Австралия']"
Нарцисс,синий,сильный,"['Азия', 'Северная Америка']"
Орхидея,жёлтый,сильный,"['Австралия', 'Азия', 'Европа']"
Пион,розовый,умеренный,"['Южная Америка', 'Северная Америка', 'Африка']"
Хризантема,красный,слабый,['Азия']
Маргаритка,голубой,сильный,['Африка']
Жасмин,жёлтый,слабый,"['Северная Америка', 'Южная Америка']"
Пион,розовый,умеренный,['Азия']
Пион,розовый,умеренный,"['Южная Америка', 'Европа']"
Бегония,красный,умеренный,"['Южная Америка', 'Африка', 'Австралия']"
Орхидея,голубой,умеренный,['Австралия']
Роза,зелёный,слабый,['Азия']
Лаванда,белый,умеренный,"['Северная Америка', 'Европа', 'Австралия']"
Лаванда,красный,сильный,['Азия']
Гвоздика,голубой,слабый,"['Южная Америка', 'Европа']"
Пион,белый,сильный,"['Азия', 'Северная Америка', 'Южная Америка']"
Нарцисс,голубой,сильный,['Австралия']
Роза,красный,умеренный,"['Африка', 'Австралия', 'Южная Америка']"
Хризантема,оранжевый,умеренный,"['Австралия', 'Европа']"
Маргаритка,розовый,сильный,['Африка']
Тюльпан,красный,умеренный,"['Азия', 'Европа', 'Африка']"
Орхидея,фиолетовый,сильный,['Австралия']
Роза,жёлтый,сильный,['Европа']
Лаванда,голубой,слабый,"['Южная Америка', 'Австралия']"
Нарцисс,голубой,слабый,['Азия']
Хризантема,розовый,слабый,['Южная Америка']
Лаванда,фиолетовый,слабый,"['Африка', 'Европа']"
Жасмин,оранжевый,сильный,"['Азия', 'Южная Америка']"
Маргаритка,жёлтый,сильный,"['Африка', 'Южная Америка']"
Жасмин,оранжевый,умеренный,"['Австралия', 'Азия', 'Северная Америка']"
Жасмин,голубой,умеренный,"['Азия', 'Австралия', 'Африка']"
Лаванда,голубой,сильный,['Южная Америка']
Жасмин,красный,слабый,"['Южная Америка', 'Африка']"
Нарцисс,жёлтый,слабый,"['Азия', 'Северная Америка']"
Бегония,зелёный,сильный,"['Европа', 'Австралия', 'Южная Америка']"
Роза,жёлтый,слабый,"['Южная Америка', 'Азия']"
Гвоздика,зелёный,слабый,['Австралия']
Хризантема,жёлтый,умеренный,"['Северная Америка', 'Австралия']"
Нарцисс,красный,сильный,"['Африка', 'Европа', 'Азия']"
Маргаритка,жёлтый,сильный,"['Европа', 'Северная Америка', 'Южная Америка']"
Орхидея,фиолетовый,сильный,"['Австралия', 'Африка', 'Южная Америка']"
Маргаритка,голубой,сильный,['Африка']
Пион,оранжевый,умеренный,"['Южная Америка', 'Азия', 'Северная Америка']"
Жасмин,фиолетовый,слабый,"['Европа', 'Южная Америка', 'Африка']"
Бегония,голубой,слабый,"['Азия', 'Австралия', 'Африка']"
Хризантема,голубой,слабый,['Австралия']
Гвоздика,голубой,умеренный,['Южная Америка']
Лилия,голубой,сильный,"['Азия', 'Северная Америка', 'Южная Америка']"
Лилия,жёлтый,сильный,['Африка']
Жасмин,зелёный,сильный,"['Азия', 'Европа']"
Гвоздика,голубой,слабый,"['Австралия', 'Северная Америка', 'Азия']"
Орхидея,синий,слабый,"['Азия', 'Европа']"
Роза,розовый,слабый,"['Северная Америка', 'Европа']"
Гвоздика,белый,сильный,"['Африка', 'Австралия']"
Нарцисс,голубой,слабый,"['Азия', 'Северная Америка']"
Хризантема,оранжевый,сильный,"['Азия', 'Южная Америка', 'Европа']"
Орхидея,синий,сильный,"['Африка', 'Южная Америка']"
Пион,белый,умеренный,"['Европа', 'Африка', 'Австралия']"
Маргаритка,красный,сильный,"['Европа', 'Австралия']"
Хризантема,белый,слабый,['Северная Америка']
Бархатцы,красный,сильный,"['Европа', 'Австралия']"
Хризантема,красный,умеренный,['Азия']
Тюльпан,голубой,сильный,"['Азия', 'Австралия']"
Хризантема,голубой,слабый,"['Австралия', 'Северная Америка']"
Хризантема,фиолетовый,умеренный,"['Австралия', 'Северная Америка', 'Европа']"
Роза,красный,слабый,['Северная Америка']
Гвоздика,оранжевый,умеренный,['Африка']
Гиацинт,жёлтый,умеренный,"['Южная Америка', 'Австралия']"
Бархатцы,белый,слабый,"['Европа', 'Азия', 'Северная Америка']"
Бегония,красный,слабый,['Северная Америка']
Хризантема,оранжевый,слабый,"['Африка', 'Европа', 'Южная Америка']"
Бегония,голубой,слабый,"['Европа', 'Австралия', 'Африка']"
Лилия,белый,умеренный,['Северная Америка']
Жасмин,розовый,умеренный,"['Африка', 'Северная Америка', 'Европа']"
Гиацинт,розовый,сильный,['Южная Америка']
Бархатцы,белый,умеренный,['Европа']
Роза,синий,сильный,['Австралия']
Нарцисс,голубой,умеренный,"['Австралия', 'Европа', 'Южная Америка']"
Лаванда,оранжевый,сильный,['Австралия']
Тюльпан,зелёный,умеренный,"['Северная Америка', 'Южная Америка']"
Роза,синий,слабый,"['Африка', 'Европа']"
Нарцисс,белый,умеренный,"['Северная Америка', 'Азия']"
Нарцисс,оранжевый,сильный,"['Южная Америка', 'Австралия', 'Европа']"
Гиацинт,голубой,умеренный,"['Азия', 'Африка', 'Австралия']"
Лаванда,зелёный,умеренный,"['Африка', 'Австралия']"
Роза,белый,сильный,"['Северная Америка', 'Азия', 'Европа']"
Жасмин,фиолетовый,сильный,['Азия']
Роза,голубой,сильный,"['Южная Америка', 'Африка']"
Нарцисс,оранжевый,сильный,"['Северная Америка', 'Африка', 'Азия']"
Лаванда,зелёный,сильный,"['Африка', 'Южная Америка', 'Европа']"
Бегония,зелёный,сильный,"['Азия', 'Европа']"
Гиацинт,оранжевый,сильный,['Северная Америка']
Бархатцы,розовый,слабый,"['Австралия', 'Европа']"
Маргаритка,жёлтый,сильный,"['Северная Америка', 'Южная Америка']"
Бегония,синий,слабый,"['Австралия', 'Европа']"
Хризантема,фиолетовый,сильный,['Азия']
Бархатцы,голубой,слабый,['Южная Америка']
Лаванда,синий,слабый,"['Южная Америка', 'Европа']"
Гиацинт,синий,слабый,"['Африка', 'Южная Америка', 'Австралия']"
Орхидея,синий,умеренный,"['Австралия', 'Европа', 'Азия']"
Роза,красный,сильный,['Африка']
Роза,зелёный,умеренный,"['Азия', 'Южная Америка']"
Орхидея,розовый,слабый,['Африка']
Нарцисс,фиолетовый,сильный,"['Северная Америка', 'Африка']"
Нарцисс,синий,умеренный,"['Южная Америка', 'Азия']"
Хризантема,синий,сильный,"['Европа', 'Австралия']"
Маргаритка,голубой,умеренный,['Южная Америка']
Лаванда,оранжевый,слабый,"['Австралия', 'Южная Америка']"
Орхидея,зелёный,слабый,['Северная Америка']
Бегония,фиолетовый,умеренный,"['Северная Америка', 'Австралия', 'Азия']"
Жасмин,зелёный,умеренный,"['Африка', 'Южная Америка', 'Австралия']"
Тюльпан,синий,сильный,"['Европа', 'Австралия']"
Жасмин,жёлтый,сильный,['Австралия']
Нарцисс,оранжевый,умеренный,['Европа']
Жасмин,жёлтый,умеренный,"['Австралия', 'Европа']"
Лаванда,зелёный,сильный,"['Азия', 'Австралия', 'Африка']"
Лаванда,синий,сильный,"['Южная Америка', 'Северная Америка', 'Азия']"
Нарцисс,зелёный,слабый,['Африка']
Бархатцы,оранжевый,сильный,['Южная Америка']
Пион,оранжевый,умеренный,"['Австралия', 'Европа']"
Тюльпан,красный,слабый,"['Азия', 'Африка', 'Европа']"
Пион,жёлтый,умеренный,"['Северная Америка', 'Европа', 'Австралия']"
Хризантема,белый,сильный,"['Северная Америка', 'Южная Америка', 'Африка']"
Пион,жёлтый,сильный,['Азия']
Пион,розовый,слабый,"['Европа', 'Африка', 'Северная Америка']"
Гиацинт,розовый,сильный,['Европа']
Тюльпан,красный,сильный,"['Южная Америка', 'Азия', 'Австралия']"
Маргаритка,белый,сильный,"['Азия', 'Южная Америка']"
Лилия,оранжевый,слабый,"['Австралия', 'Африка', 'Южная Америка']"
Гвоздика,жёлтый,умеренный,"['Азия', 'Европа', 'Южная Америка']"
Бегония,голубой,слабый,['Европа']
Жасмин,белый,умеренный,"['Северная Америка', 'Австралия', 'Южная Америка']"
Тюльпан,розовый,сильный,"['Северная Америка', 'Африка', 'Австралия']"
Гвоздика,оранжевый,сильный,"['Африка', 'Азия']"
Пион,розовый,сильный,['Австралия']
Пион,голубой,умеренный,"['Африка', 'Австралия', 'Южная Америка']"
Роза,розовый,сильный,"['Северная Америка', 'Австралия', 'Африка']"
Гвоздика,белый,сильный,['Австралия']
Хризантема,жёлтый,сильный,"['Африка', 'Азия']"
Тюльпан,розовый,умеренный,"['Европа', 'Южная Америка', 'Африка']"
Орхидея,розовый,слабый,"['Северная Америка', 'Европа', 'Азия']"
Маргаритка,зелёный,умеренный,"['Азия', 'Южная Америка', 'Северная Америка']"
Жасмин,красный,слабый,"['Африка', 'Австралия']"
Лаванда,красный,умеренный,"['Южная Америка', 'Азия']"
Нарцисс,оранжевый,сильный,"['Северная Америка', 'Европа', 'Южная Америка']"
Пион,зелёный,умеренный,['Азия']
Роза,красный,сильный,"['Африка', 'Европа', 'Австралия']"
Нарцисс,зелёный,сильный,['Азия']
Хризантема,красный,сильный,['Австралия']
Бархатцы,белый,умеренный,"['Австралия', 'Европа', 'Южная Америка']"
Лилия,синий,умеренный,"['Африка', 'Европа', 'Северная Америка']"
Жасмин,зелёный,слабый,['Австралия']
Жасмин,фиолетовый,умеренный,"['Северная Америка', 'Южная Америка', 'Африка']"
Маргаритка,белый,умеренный,"['Азия', 'Южная Америка']"
Роза,оранжевый,слабый,"['Африка', 'Северная Америка', 'Европа']"
Бегония,жёлтый,сильный,"['Северная Америка', 'Австралия']"
Лаванда,фиолетовый,сильный,"['Австралия', 'Африка', 'Южная Америка']"
Тюльпан,фиолетовый,сильный,['Азия']
Хризантема,розовый,сильный,"['Азия', 'Европа', 'Южная Америка']"
Тюльпан,розовый,слабый,"['Южная Америка', 'Европа', 'Австралия']"
Гиацинт,фиолетовый,сильный,['Азия']
Бархатцы,синий,слабый,"['Азия', 'Австралия', 'Южная Америка']"
Гвоздика,зелёный,сильный,"['Северная Америка', 'Австралия', 'Южная Америка']"
Хризантема,фиолетовый,сильный,"['Европа', 'Северная Америка']"
Пион,зелёный,сильный,"['Австралия', 'Африка']"
Нарцисс,красный,сильный,"['Северная Америка', 'Африка', 'Австралия']"
Нарцисс,красный,умеренный,['Азия']
Маргаритка,голубой,сильный,"['Южная Америка', 'Северная Америка']"
Жасмин,оранжевый,умеренный,['Австралия']
Бархатцы,оранжевый,умеренный,"['Австралия', 'Южная Америка']"
Роза,оранжевый,сильный,"['Азия', 'Австралия', 'Северная Америка']"
Гвоздика,зелёный,сильный,"['Южная Америка', 'Азия']"
Гиацинт,белый,слабый,['Северная Америка']
Тюльпан,фиолетовый,слабый,"['Африка', 'Южная Америка', 'Австралия']"
Тюльпан,жёлтый,слабый,"['Европа', 'Африка']"
Бархатцы,красный,умеренный,"['Австралия', 'Европа']"
Бархатцы,фиолетовый,сильный,"['Азия', 'Австралия']"
Пион,красный,умеренный,"['Азия', 'Африка']"
Пион,голубой,сильный,"['Азия', 'Южная Америка']"
Лилия,фиолетовый,слабый,"['Азия', 'Южная Америка', 'Европа']"
Бегония,оранжевый,слабый,"['Африка', 'Австралия']"
Бархатцы,синий,сильный,['Австралия']
Тюльпан,белый,сильный,['Европа']
Пион,синий,слабый,"['Европа', 'Австралия', 'Азия']"
Хризантема,жёлтый,слабый,"['Австралия', 'Азия', 'Африка']"
Орхидея,фиолетовый,слабый,['Европа']
Хризантема,оранжевый,сильный,"['Африка', 'Азия', 'Южная Америка']"
Гиацинт,синий,сильный,"['Европа', 'Южная Америка']"
Гвоздика,жёлтый,умеренный,"['Северная Америка', 'Африка', 'Европа']"
Бархатцы,фиолетовый,слабый,['Австралия']
Нарцисс,розовый,сильный,"['Азия', 'Африка', 'Европа']"
Гиацинт,голубой,умеренный,['Австралия']
Лаванда,голубой,умеренный,['Австралия']
Гиацинт,красный,сильный,"['Южная Америка', 'Азия']"
Роза,зелёный,слабый,"['Южная Америка', 'Азия']"
Бархатцы,зелёный,слабый,['Австралия']
Орхидея,белый,слабый,"['Северная Америка', 'Европа', 'Азия']"
Жасмин,белый,умеренный,"['Азия', 'Южная Америка']"
Бархатцы,белый,слабый,"['Европа', 'Южная Америка', 'Австралия']"
Жасмин,синий,сильный,"['Европа', 'Азия', 'Северная Америка']"
Лилия,белый,сильный,"['Австралия', 'Африка']"
Тюльпан,оранжевый,умеренный,"['Австралия', 'Азия', 'Европа']"
Маргаритка,синий,умеренный,['Азия']
Жасмин,оранжевый,слабый,"['Австралия', 'Северная Америка', 'Южная Америка']"
Хризантема,голубой,умеренный,['Южная Америка']
Жасмин,оранжевый,умеренный,"['Австралия', 'Африка', 'Южная Америка']"
Бегония,оранжевый,умеренный,['Европа']
Роза,красный,сильный,['Австралия']
Гиацинт,синий,слабый,"['Африка', 'Азия']"
Тюльпан,голубой,умеренный,['Южная Америка']
Орхидея,фиолетовый,сильный,"['Северная Америка', 'Южная Америка', 'Азия']"
Тюльпан,белый,слабый,['Южная Америка']
Маргаритка,оранжевый,умеренный,"['Европа', 'Африка', 'Австралия']"
Бегония,зелёный,умеренный,"['Австралия', 'Азия', 'Северная Америка']"
Бархатцы,зелёный,умеренный,['Австралия']
Гвоздика,зелёный,сильный,['Африка']
Орхидея,белый,умеренный,['Северная Америка']
Маргаритка,красный,умеренный,['Северная Америка']
Роза,белый,сильный,"['Африка', 'Северная Америка']"
Хризантема,голубой,сильный,['Азия']
Маргаритка,розовый,сильный,"['Европа', 'Азия', 'Австралия']"
Лилия,голубой,слабый,['Азия']
Лаванда,красный,сильный,['Азия']
Хризантема,белый,сильный,['Азия']
Нарцисс,белый,умеренный,"['Австралия', 'Южная Америка']"
Нарцисс,розовый,слабый,"['Европа', 'Северная Америка', 'Южная Америка']"
Бегония,синий,сильный,"['Африка', 'Европа']"
Лилия,синий,слабый,['Австралия']
Лилия,розовый,умеренный,"['Европа', 'Северная Америка']"
Хризантема,белый,сильный,['Африка']
Жасмин,голубой,сильный,"['Европа', 'Африка']"
Гвоздика,фиолетовый,сильный,['Южная Америка']
Орхидея,красный,слабый,"['Австралия', 'Азия']"
Нарцисс,оранжевый,слабый,['Южная Америка']
Жасмин,оранжевый,умеренный,"['Азия', 'Африка']"
Лилия,розовый,умеренный,['Южная Америка']
Орхидея,фиолетовый,слабый,"['Африка', 'Северная Америка', 'Австралия']"
Лаванда,фиолетовый,сильный,"['Южная Америка', 'Австралия', 'Европа']"
Тюльпан,розовый,слабый,"['Австралия', 'Азия', 'Европа']"
Маргаритка,белый,слабый,['Северная Америка']
Бегония,фиолетовый,сильный,"['Австралия', 'Северная Америка', 'Африка']"
Тюльпан,синий,сильный,"['Северная Америка', 'Африка']"
Жасмин,голубой,сильный,"['Южная Америка', 'Австралия', 'Европа']"
Гиацинт,оранжевый,сильный,['Южная Америка']
Лилия,розовый,сильный,"['Южная Америка', 'Австралия']"
Орхидея,оранжевый,слабый,['Азия']
Гвоздика,белый,слабый,"['Африка', 'Австралия']"
Хризантема,белый,слабый,"['Австралия', 'Африка']"
Хризантема,красный,умеренный,"['Северная Америка', 'Южная Америка', 'Африка']"
Маргаритка,оранжевый,слабый,"['Австралия', 'Южная Америка']"
Лаванда,белый,сильный,"['Австралия', 'Азия']"
Жасмин,оранжевый,умеренный,['Европа']
Гвоздика,синий,сильный,"['Африка', 'Австралия']"
Жасмин,розовый,умеренный,['Южная Америка']
Роза,красный,сильный,['Африка']
Лаванда,розовый,умеренный,"['Австралия', 'Африка']"
Гвоздика,розовый,умеренный,"['Африка', 'Южная Америка', 'Азия']"
Гвоздика,красный,умеренный,"['Австралия', 'Южная Америка']"
Лилия,жёлтый,умеренный,['Африка']
Жасмин,красный,сильный,['Северная Америка']
Орхидея,оранжевый,умеренный,"['Северная Америка', 'Австралия']"
Жасмин,оранжевый,умеренный,['Африка']
Гвоздика,розовый,умеренный,"['Южная Америка', 'Северная Америка']"
Орхидея,синий,умеренный,['Азия']
Нарцисс,оранжевый,слабый,"['Европа', 'Азия', 'Северная Америка']"
Бегония,оранжевый,умеренный,"['Южная Америка', 'Европа', 'Северная Америка']"
Лилия,фиолетовый,сильный,"['Северная Америка', 'Австралия']"
Тюльпан,розовый,слабый,"['Южная Америка', 'Европа']"
Гиацинт,фиолетовый,умеренный,"['Европа', 'Австралия', 'Северная Америка']"
Лилия,красный,слабый,"['Южная Америка', 'Африка']"
Бегония,красный,слабый,"['Северная Америка', 'Африка']"
Пион,оранжевый,слабый,"['Африка', 'Европа', 'Азия']"
Жасмин,белый,слабый,['Африка']
Бегония,синий,умеренный,['Южная Америка']
