name,color,aroma,regions
Маргаритка,оранжевый,умеренный,"['Южная Америка', 'Европа']"
Тюльпан,синий,умеренный,['Европа']
Бархатцы,розовый,слабый,['Южная Америка']
Пион,красный,слабый,"['Южная Америка', 'Европа']"
Нарцисс,голубой,умеренный,"['Южная Америка', 'Северная Америка', 'Африка']"
Хризантема,голубой,умеренный,['Северная Америка']
Гиацинт,красный,умеренный,['Африка']
Бархатцы,оранжевый,слабый,"['Европа', 'Австралия', 'Южная Америка']"
Гиацинт,оранжевый,сильный,"['Австралия', 'Африка']"
Гвоздика,красный,сильный,['Европа']
Лаванда,красный,сильный,"['Африка', 'Южная Америка', 'Северная Америка']"
Маргаритка,фиолетовый,сильный,"['Южная Америка', 'Северная Америка']"
Роза,жёлтый,слабый,"['Северная Америка', 'Европа']"
Гиацинт,белый,сильный,"['Африка', 'Европа', 'Южная Америка']"
Пион,белый,умеренный,['Австралия']
Жасмин,белый,умеренный,"['Африка', 'Австралия']"
Гиацинт,розовый,сильный,"['Азия', 'Северная Америка', 'Австралия']"
Нарцисс,голубой,слабый,"['Африка', 'Австралия']"
Орхидея,фиолетовый,слабый,['Австралия']
Тюльпан,зелёный,сильный,['Южная Америка']
Лилия,красный,умеренный,['Азия']
Хризантема,синий,слабый,"['Южная Америка', 'Северная Америка']"
Хризантема,синий,слабый,"['Азия', 'Северная Америка']"
Нарцисс,оранжевый,слабый,"['Азия', 'Африка', 'Южная Америка']"
Лаванда,фиолетовый,сильный,"['Северная Америка', 'Австралия']"
Лаванда,фиолетовый,сильный,['Австралия']
Бархатцы,красный,слабый,['Африка']
Жасмин,фиолетовый,сильный,['Южная Америка']
Бархатцы,синий,умеренный,['Северная Америка']
Бархатцы,розовый,слабый,"['Европа', 'Азия']"
Бегония,жёлтый,слабый,"['Азия', 'Австралия']"
Маргаритка,красный,сильный,"['Европа', 'Северная Америка', 'Африка']"
Гиацинт,фиолетовый,сильный,"['Северная Америка', 'Южная Америка']"
Орхидея,оранжевый,сильный,"['Африка', 'Австралия']"
Нарцисс,жёлтый,сильный,"['Азия', 'Северная Америка', 'Австралия']"
Нарцисс,оранжевый,слабый,"['Азия', 'Южная Америка']"
Нарцисс,фиолетовый,сильный,['Южная Америка']
Маргаритка,красный,слабый,['Азия']
Лаванда,жёлтый,сильный,['Африка']
Лаванда,фиолетовый,сильный,"['Южная Америка', 'Африка']"
Хризантема,красный,сильный,['Азия']
Маргаритка,фиолетовый,умеренный,"['Австралия', 'Азия']"
Жасмин,жёлтый,умеренный,"['Южная Америка', 'Африка']"
Жасмин,фиолетовый,умеренный,"['Азия', 'Австралия']"
Хризантема,красный,сильный,['Южная Америка']
Лилия,зелёный,умеренный,"['Северная Америка', 'Южная Америка']"
Бархатцы,голубой,умеренный,['Европа']
Хризантема,синий,сильный,"['Азия', 'Северная Америка', 'Европа']"
Лилия,белый,умеренный,['Африка']
Хризантема,жёлтый,слабый,"['Южная Америка', 'Северная Америка', 'Африка']"
Гиацинт,оранжевый,слабый,"['Африка', 'Азия']"
Хризантема,синий,слабый,['Австралия']
Тюльпан,жёлтый,сильный,"['Европа', 'Австралия', 'Южная Америка']"
Лилия,голубой,слабый,['Южная Америка']
Бегония,голубой,сильный,['Африка']
Лаванда,красный,умеренный,['Азия']
Нарцисс,голубой,сильный,"['Северная Америка', 'Южная Америка', 'Австралия']"
Лаванда,белый,умеренный,"['Южная Америка', 'Австралия']"
Лаванда,синий,умеренный,"['Европа', 'Африка', 'Австралия']"
Нарцисс,зелёный,умеренный,['Австралия']
Бархатцы,голубой,сильный,['Азия']
Маргаритка,жёлтый,слабый,"['Азия', 'Южная Америка', 'Африка']"
Тюльпан,красный,слабый,['Азия']
Бархатцы,розовый,умеренный,['Азия']
Орхидея,белый,сильный,"['Австралия', 'Азия']"
Роза,оранжевый,слабый,"['Южная Америка', 'Северная Америка']"
Лилия,розовый,умеренный,['Северная Америка']
Орхидея,зелёный,слабый,['Австралия']
Хризантема,оранжевый,сильный,"['Южная Америка', 'Африка']"
Лаванда,оранжевый,сильный,"['Африка', 'Европа', 'Австралия']"
Маргаритка,голубой,умеренный,"['Европа', 'Африка']"
Роза,жёлтый,сильный,"['Северная Америка', 'Азия']"
Маргаритка,синий,слабый,"['Северная Америка', 'Европа', 'Австралия']"
Тюльпан,голубой,сильный,"['Европа', 'Северная Америка', 'Австралия']"
Бархатцы,красный,сильный,"['Южная Америка', 'Австралия']"
Хризантема,жёлтый,слабый,['Южная Америка']
Пион,жёлтый,слабый,"['Азия', 'Европа', 'Южная Америка']"
Гвоздика,фиолетовый,слабый,"['Европа', 'Африка', 'Австралия']"
Тюльпан,оранжевый,умеренный,['Европа']
Гиацинт,жёлтый,умеренный,"['Азия', 'Австралия', 'Европа']"
Жасмин,фиолетовый,умеренный,"['Азия', 'Австралия']"
Бархатцы,оранжевый,умеренный,"['Европа', 'Северная Америка', 'Азия']"
Бегония,синий,слабый,"['Европа', 'Австралия', 'Северная Америка']"
Пион,фиолетовый,слабый,['Азия']
Хризантема,белый,умеренный,"['Азия', 'Северная Америка']"
Лаванда,розовый,умеренный,"['Азия', 'Африка', 'Европа']"
Нарцисс,голубой,умеренный,"['Азия', 'Северная Америка']"
Пион,зелёный,слабый,['Европа']
Гвоздика,синий,слабый,"['Австралия', 'Азия', 'Европа']"
Бархатцы,розовый,умеренный,['Австралия']
Пион,оранжевый,сильный,"['Азия', 'Африка']"
Лилия,зелёный,сильный,['Северная Америка']
Роза,жёлтый,сильный,['Европа']
Лилия,розовый,умеренный,['Европа']
Лаванда,оранжевый,умеренный,['Южная Америка']
Орхидея,розовый,сильный,"['Европа', 'Африка', 'Южная Америка']"
Роза,оранжевый,слабый,"['Азия', 'Северная Америка', 'Европа']"
Жасмин,зелёный,умеренный,"['Южная Америка', 'Европа']"
Нарцисс,белый,умеренный,"['Азия', 'Африка']"
Роза,синий,слабый,['Азия']
Гвоздика,голубой,умеренный,"['Северная Америка', 'Европа', 'Африка']"
Гиацинт,белый,сильный,['Европа']
Пион,голубой,слабый,"['Европа', 'Северная Америка']"
Хризантема,голубой,сильный,"['Австралия', 'Европа']"
Орхидея,синий,слабый,"['Северная Америка', 'Африка']"
Пион,красный,умеренный,['Северная Америка']
Орхидея,белый,слабый,['Азия']
Нарцисс,фиолетовый,слабый,['Австралия']
Пион,оранжевый,слабый,"['Северная Америка', 'Европа', 'Южная Америка']"
Гвоздика,розовый,сильный,['Азия']
Бегония,фиолетовый,сильный,['Азия']
Маргаритка,фиолетовый,сильный,"['Азия', 'Южная Америка', 'Африка']"
Пион,красный,сильный,['Европа']
Лилия,фиолетовый,слабый,"['Азия', 'Европа']"
Лаванда,фиолетовый,умеренный,"['Южная Америка', 'Европа', 'Австралия']"
Жасмин,белый,слабый,"['Азия', 'Европа', 'Северная Америка']"
Бархатцы,голубой,умеренный,"['Австралия', 'Южная Америка', 'Северная Америка']"
Нарцисс,голубой,умеренный,"['Африка', 'Азия', 'Австралия']"
Роза,оранжевый,умеренный,['Южная Америка']
Пион,зелёный,умеренный,['Австралия']
Гвоздика,красный,умеренный,"['Азия', 'Северная Америка']"
Пион,фиолетовый,слабый,['Азия']
Нарцисс,красный,сильный,"['Северная Америка', 'Африка', 'Азия']"
Жасмин,фиолетовый,слабый,"['Северная Америка', 'Южная Америка']"
Пион,синий,умеренный,['Европа']
Орхидея,жёлтый,умеренный,"['Африка', 'Северная Америка']"
Гвоздика,зелёный,слабый,"['Северная Америка', 'Южная Америка']"
Бархатцы,оранжевый,умеренный,['Северная Америка']
Гиацинт,красный,слабый,"['Азия', 'Южная Америка']"
Жасмин,розовый,слабый,"['Австралия', 'Азия', 'Африка']"
Орхидея,голубой,слабый,"['Европа', 'Австралия']"
Маргаритка,зелёный,сильный,"['Южная Америка', 'Северная Америка', 'Европа']"
Орхидея,оранжевый,умеренный,"['Европа', 'Азия']"
Нарцисс,розовый,умеренный,['Австралия']
Маргаритка,голубой,сильный,"['Африка', 'Австралия', 'Европа']"
Пион,красный,слабый,"['Азия', 'Европа', 'Южная Америка']"
Пион,синий,сильный,"['Северная Америка', 'Австралия']"
Лаванда,синий,умеренный,['Африка']
Нарцисс,оранжевый,сильный,"['Южная Америка', 'Северная Америка']"
Гиацинт,жёлтый,сильный,"['Европа', 'Южная Америка', 'Африка']"
Бегония,зелёный,сильный,['Азия']
Лаванда,зелёный,сильный,"['Африка', 'Южная Америка', 'Европа']"
Бархатцы,белый,сильный,"['Африка', 'Австралия']"
Бегония,фиолетовый,слабый,"['Австралия', 'Азия', 'Южная Америка']"
Бархатцы,белый,умеренный,"['Азия', 'Северная Америка']"
Хризантема,жёлтый,сильный,"['Европа', 'Африка']"
Нарцисс,белый,сильный,"['Южная Америка', 'Австралия', 'Африка']"
Лаванда,зелёный,умеренный,"['Европа', 'Африка']"
Жасмин,красный,сильный,"['Африка', 'Северная Америка']"
Хризантема,оранжевый,умеренный,['Австралия']
Нарцисс,фиолетовый,умеренный,"['Южная Америка', 'Азия']"
Гвоздика,оранжевый,умеренный,"['Австралия', 'Африка']"
Гиацинт,красный,сильный,['Северная Америка']
Хризантема,красный,умеренный,['Южная Америка']
Хризантема,фиолетовый,умеренный,"['Южная Америка', 'Африка', 'Австралия']"
Орхидея,розовый,слабый,"['Азия', 'Африка', 'Австралия']"
Орхидея,голубой,сильный,"['Южная Америка', 'Европа']"
Гиацинт,жёлтый,слабый,"['Северная Америка', 'Африка', 'Европа']"
Орхидея,красный,слабый,['Австралия']
Гвоздика,красный,умеренный,['Австралия']
Жасмин,красный,сильный,"['Северная Америка', 'Южная Америка', 'Африка']"
Лилия,синий,сильный,"['Австралия', 'Африка']"
Гвоздика,белый,умеренный,['Австралия']
Бегония,розовый,слабый,['Африка']
Лаванда,белый,умеренный,['Южная Америка']
Хризантема,жёлтый,слабый,"['Австралия', 'Европа']"
Тюльпан,голубой,слабый,"['Северная Америка', 'Африка']"
Маргаритка,синий,умеренный,"['Европа', 'Северная Америка']"
Гиацинт,розовый,сильный,['Европа']
Нарцисс,розовый,сильный,"['Азия', 'Северная Америка']"
Гвоздика,розовый,сильный,"['Европа', 'Южная Америка', 'Австралия']"
Орхидея,жёлтый,умеренный,['Европа']
Бархатцы,зелёный,сильный,"['Северная Америка', 'Европа']"
Лилия,оранжевый,умеренный,"['Австралия', 'Южная Америка']"
Лаванда,синий,сильный,"['Африка', 'Южная Америка']"
Бегония,синий,слабый,"['Африка', 'Северная Америка']"
Лилия,синий,сильный,"['Австралия', 'Северная Америка', 'Южная Америка']"
Гвоздика,фиолетовый,умеренный,['Европа']
Нарцисс,белый,умеренный,"['Европа', 'Африка', 'Азия']"
Гвоздика,зелёный,умеренный,"['Африка', 'Азия', 'Северная Америка']"
Пион,зелёный,умеренный,"['Азия', 'Южная Америка']"
Лилия,белый,слабый,"['Австралия', 'Азия']"
Орхидея,голубой,сильный,['Азия']
Роза,голубой,умеренный,"['Африка', 'Северная Америка', 'Европа']"
Пион,жёлтый,слабый,"['Южная Америка', 'Азия']"
Гвоздика,синий,слабый,"['Азия', 'Африка', 'Европа']"
Бархатцы,розовый,умеренный,"['Южная Америка', 'Азия']"
Гвоздика,белый,умеренный,"['Южная Америка', 'Африка', 'Австралия']"
Орхидея,розовый,умеренный,"['Африка', 'Северная Америка']"
Хризантема,белый,слабый,"['Южная Америка', 'Азия']"
Тюльпан,розовый,сильный,['Азия']
Орхидея,белый,умеренный,"['Южная Америка', 'Азия']"
Маргаритка,оранжевый,слабый,"['Африка', 'Азия']"
Жасмин,синий,слабый,['Северная Америка']
Пион,голубой,слабый,"['Северная Америка', 'Южная Америка', 'Европа']"
Тюльпан,розовый,слабый,"['Азия', 'Северная Америка']"
Хризантема,зелёный,умеренный,"['Азия', 'Австралия', 'Европа']"
Нарцисс,розовый,сильный,"['Австралия', 'Азия', 'Южная Америка']"
Маргаритка,фиолетовый,сильный,"['Европа', 'Южная Америка', 'Северная Америка']"
Бархатцы,голубой,умеренный,['Африка']
Бархатцы,оранжевый,умеренный,['Азия']
Гвоздика,белый,слабый,"['Южная Америка', 'Австралия']"
Хризантема,зелёный,слабый,"['Европа', 'Австралия']"
Бархатцы,розовый,слабый,['Австралия']
Нарцисс,розовый,слабый,['Азия']
Гиацинт,розовый,умеренный,['Азия']
Бегония,фиолетовый,умеренный,"['Африка', 'Азия', 'Европа']"
Лаванда,белый,умеренный,"['Северная Америка', 'Азия']"
Орхидея,красный,умеренный,"['Австралия', 'Южная Америка']"
Бархатцы,красный,слабый,"['Африка', 'Европа']"
Тюльпан,оранжевый,сильный,['Африка']
Гиацинт,оранжевый,умеренный,"['Австралия', 'Африка', 'Азия']"
Бегония,оранжевый,слабый,"['Европа', 'Азия', 'Северная Америка']"
Бархатцы,жёлтый,умеренный,['Европа']
Орхидея,розовый,слабый,['Европа']
Жасмин,белый,слабый,"['Европа', 'Австралия']"
Лилия,розовый,слабый,"['Австралия', 'Северная Америка']"
Маргаритка,синий,слабый,"['Европа', 'Африка']"
Бегония,белый,слабый,['Азия']
Нарцисс,белый,сильный,"['Африка', 'Австралия', 'Европа']"
Маргаритка,зелёный,умеренный,"['Африка', 'Азия']"
Гвоздика,белый,умеренный,['Европа']
Орхидея,фиолетовый,слабый,"['Северная Америка', 'Европа']"
Роза,розовый,сильный,['Австралия']
Гиацинт,фиолетовый,умеренный,['Африка']
Гвоздика,голубой,сильный,"['Северная Америка', 'Австралия', 'Европа']"
Пион,жёлтый,слабый,['Азия']
Гвоздика,зелёный,умеренный,"['Азия', 'Европа']"
Лаванда,розовый,слабый,"['Австралия', 'Южная Америка']"
Гвоздика,розовый,умеренный,"['Азия', 'Австралия', 'Африка']"
Гиацинт,жёлтый,сильный,['Северная Америка']
Гвоздика,оранжевый,сильный,['Австралия']
Маргаритка,зелёный,умеренный,['Европа']
Маргаритка,жёлтый,слабый,"['Северная Америка', 'Азия']"
Хризантема,фиолетовый,слабый,"['Африка', 'Австралия']"
Нарцисс,фиолетовый,сильный,"['Африка', 'Северная Америка']"
Бегония,синий,слабый,"['Северная Америка', 'Южная Америка', 'Азия']"
Пион,жёлтый,умеренный,"['Северная Америка', 'Африка']"
Гиацинт,жёлтый,умеренный,"['Африка', 'Южная Америка']"
Бархатцы,зелёный,слабый,['Австралия']
Роза,белый,сильный,['Африка']
Гиацинт,зелёный,умеренный,"['Южная Америка', 'Европа']"
Гиацинт,красный,умеренный,['Южная Америка']
Маргаритка,фиолетовый,сильный,"['Южная Америка', 'Африка']"
Лаванда,синий,слабый,"['Австралия', 'Южная Америка']"
Гиацинт,красный,умеренный,['Африка']
Хризантема,оранжевый,сильный,['Австралия']
Гиацинт,голубой,сильный,"['Северная Америка', 'Южная Америка', 'Азия']"
Лилия,красный,умеренный,"['Австралия', 'Европа', 'Южная Америка']"
Жасмин,голубой,сильный,"['Северная Америка', 'Европа']"
Роза,голубой,умеренный,"['Южная Америка', 'Африка', 'Австралия']"
Гвоздика,голубой,слабый,"['Австралия', 'Южная Америка']"
Орхидея,красный,слабый,['Северная Америка']
Бархатцы,зелёный,слабый,"['Северная Америка', 'Азия', 'Африка']"
Маргаритка,красный,сильный,['Австралия']
Бархатцы,синий,слабый,"['Австралия', 'Африка']"
Маргаритка,синий,слабый,"['Европа', 'Австралия']"
Хризантема,голубой,умеренный,"['Австралия', 'Южная Америка', 'Азия']"
Роза,оранжевый,умеренный,"['Африка', 'Азия']"
Орхидея,красный,слабый,['Европа']
Роза,синий,умеренный,"['Южная Америка', 'Азия']"
Гвоздика,голубой,слабый,"['Европа', 'Северная Америка']"
Лилия,зелёный,слабый,['Азия']
Гиацинт,оранжевый,умеренный,"['Африка', 'Северная Америка']"
Маргаритка,красный,сильный,"['Австралия', 'Южная Америка', 'Европа']"
Лилия,белый,умеренный,"['Австралия', 'Азия']"
Гиацинт,красный,слабый,['Северная Америка']
Лаванда,оранжевый,умеренный,"['Австралия', 'Африка', 'Европа']"
Орхидея,белый,сильный,['Северная Америка']
Бархатцы,красный,сильный,['Южная Америка']
Бегония,жёлтый,слабый,"['Северная Америка', 'Австралия', 'Азия']"
Тюльпан,жёлтый,сильный,"['Европа', 'Африка', 'Южная Америка']"
Гвоздика,фиолетовый,сильный,"['Австралия', 'Азия']"
Нарцисс,жёлтый,слабый,"['Африка', 'Южная Америка']"
Гиацинт,оранжевый,умеренный,"['Южная Америка', 'Австралия']"
Жасмин,красный,слабый,['Европа']
Маргаритка,жёлтый,слабый,"['Северная Америка', 'Европа', 'Азия']"
Маргаритка,синий,умеренный,"['Северная Америка', 'Европа']"
Роза,синий,сильный,"['Азия', 'Африка']"
Хризантема,синий,слабый,"['Южная Америка', 'Африка', 'Северная Америка']"
Гиацинт,розовый,слабый,"['Южная Америка', 'Азия']"
Нарцисс,оранжевый,сильный,['Северная Америка']
Лилия,жёлтый,сильный,"['Европа', 'Азия', 'Африка']"
Роза,розовый,сильный,"['Азия', 'Австралия', 'Северная Америка']"
Орхидея,синий,сильный,"['Австралия', 'Азия']"
Лилия,красный,умеренный,"['Африка', 'Северная Америка']"
Маргаритка,оранжевый,умеренный,['Северная Америка']
Хризантема,фиолетовый,умеренный,['Европа']
Жасмин,белый,умеренный,['Южная Америка']
Лилия,розовый,сильный,['Азия']
Гиацинт,зелёный,слабый,"['Южная Америка', 'Европа', 'Австралия']"
Тюльпан,фиолетовый,умеренный,"['Северная Америка', 'Австралия', 'Южная Америка']"
Лаванда,голубой,умеренный,"['Южная Америка', 'Африка', 'Северная Америка']"
Лилия,розовый,сильный,['Северная Америка']
Бегония,оранжевый,умеренный,"['Африка', 'Австралия', 'Азия']"
Маргаритка,зелёный,умеренный,"['Южная Америка', 'Европа']"
Гвоздика,розовый,сильный,['Южная Америка']
Тюльпан,фиолетовый,сильный,['Австралия']
Бегония,красный,слабый,['Северная Америка']
Гиацинт,синий,сильный,['Австралия']
Роза,красный,сильный,"['Северная Америка', 'Европа', 'Южная Америка']"
Тюльпан,белый,умеренный,['Южная Америка']
Бархатцы,розовый,слабый,['Европа']
Нарцисс,зелёный,сильный,"['Азия', 'Европа', 'Северная Америка']"
Бархатцы,белый,умеренный,"['Европа', 'Африка']"
Тюльпан,синий,сильный,['Европа']
Орхидея,розовый,сильный,"['Европа', 'Австралия', 'Африка']"
Лаванда,зелёный,умеренный,"['Южная Америка', 'Австралия', 'Азия']"
Пион,зелёный,сильный,['Европа']
Лилия,синий,сильный,['Северная Америка']
Лаванда,оранжевый,сильный,['Австралия']
Роза,синий,сильный,['Европа']
Пион,голубой,умеренный,['Южная Америка']
Жасмин,синий,умеренный,"['Азия', 'Африка', 'Северная Америка']"
Орхидея,голубой,слабый,"['Австралия', 'Африка']"
Жасмин,голубой,слабый,['Азия']
Жасмин,оранжевый,сильный,"['Европа', 'Африка']"
Лилия,жёлтый,слабый,"['Африка', 'Северная Америка', 'Австралия']"
Лилия,зелёный,слабый,['Африка']
Роза,фиолетовый,умеренный,['Австралия']
Хризантема,жёлтый,слабый,"['Европа', 'Южная Америка']"
Бархатцы,синий,слабый,"['Азия', 'Северная Америка', 'Европа']"
Пион,жёлтый,сильный,"['Австралия', 'Южная Америка', 'Европа']"
Маргаритка,розовый,сильный,"['Северная Америка', 'Австралия', 'Азия']"
Хризантема,оранжевый,сильный,"['Африка', 'Северная Америка', 'Австралия']"
Лилия,белый,сильный,"['Азия', 'Северная Америка']"
Лаванда,синий,слабый,"['Австралия', 'Европа', 'Африка']"
Гвоздика,зелёный,сильный,['Азия']
Маргаритка,голубой,сильный,"['Азия', 'Африка']"
Бархатцы,голубой,слабый,"['Австралия', 'Европа']"
Орхидея,синий,слабый,"['Северная Америка', 'Азия']"
Тюльпан,оранжевый,умеренный,"['Азия', 'Европа', 'Южная Америка']"
Бархатцы,жёлтый,умеренный,"['Северная Америка', 'Южная Америка']"
Лилия,жёлтый,сильный,"['Северная Америка', 'Южная Америка', 'Европа']"
Бегония,красный,умеренный,"['Северная Америка', 'Южная Америка', 'Австралия']"
Бархатцы,розовый,слабый,['Северная Америка']
Жасмин,розовый,слабый,"['Азия', 'Африка']"
Тюльпан,синий,слабый,"['Африка', 'Северная Америка', 'Австралия']"
Роза,белый,сильный,"['Европа', 'Африка', 'Азия']"
Жасмин,красный,умеренный,"['Австралия', 'Северная Америка', 'Африка']"
Маргаритка,синий,сильный,"['Европа', 'Африка', 'Южная Америка']"
Лаванда,синий,сильный,"['Южная Америка', 'Северная Америка']"
Маргаритка,белый,сильный,"['Азия', 'Европа']"
Жасмин,голубой,слабый,"['Азия', 'Южная Америка', 'Африка']"
Бегония,жёлтый,умеренный,"['Азия', 'Южная Америка', 'Австралия']"
Орхидея,розовый,слабый,['Азия']
Хризантема,фиолетовый,сильный,"['Северная Америка', 'Австралия']"
Гиацинт,зелёный,сильный,"['Африка', 'Азия', 'Австралия']"
Орхидея,белый,слабый,['Азия']
Роза,розовый,умеренный,"['Европа', 'Азия', 'Южная Америка']"
Лаванда,синий,умеренный,"['Азия', 'Южная Америка']"
Гиацинт,зелёный,слабый,"['Африка', 'Южная Америка']"
Гиацинт,жёлтый,слабый,"['Африка', 'Азия']"
Гиацинт,фиолетовый,умеренный,['Африка']
Пион,розовый,сильный,"['Южная Америка', 'Северная Америка']"
Маргаритка,голубой,сильный,"['Австралия', 'Азия', 'Африка']"
Гиацинт,зелёный,умеренный,"['Африка', 'Азия', 'Австралия']"
Орхидея,белый,сильный,"['Африка', 'Южная Америка', 'Северная Америка']"
Орхидея,синий,умеренный,"['Европа', 'Азия', 'Африка']"
Роза,белый,умеренный,"['Азия', 'Австралия', 'Африка']"
Маргаритка,оранжевый,сильный,"['Африка', 'Австралия', 'Южная Америка']"
Пион,жёлтый,умеренный,"['Азия', 'Австралия', 'Африка']"
Гиацинт,оранжевый,умеренный,"['Азия', 'Европа']"
Хризантема,розовый,умеренный,"['Австралия', 'Южная Америка', 'Африка']"
Маргаритка,оранжевый,сильный,"['Европа', 'Южная Америка']"
Лаванда,жёлтый,умеренный,"['Южная Америка', 'Австралия', 'Европа']"
Бегония,фиолетовый,слабый,"['Австралия', 'Европа']"
Нарцисс,фиолетовый,сильный,"['Африка', 'Европа', 'Северная Америка']"
Лилия,голубой,слабый,"['Европа', 'Австралия']"
Жасмин,фиолетовый,умеренный,['Африка']
Роза,фиолетовый,слабый,"['Австралия', 'Южная Америка']"
Хризантема,жёлтый,умеренный,"['Азия', 'Африка']"
Лаванда,синий,слабый,['Южная Америка']
Орхидея,синий,сильный,['Азия']
Лаванда,фиолетовый,умеренный,['Африка']
Нарцисс,зелёный,слабый,['Австралия']
Лилия,оранжевый,сильный,['Австралия']
Бархатцы,жёлтый,слабый,['Австралия']
Хризантема,белый,умеренный,['Европа']
